1,19667
2,14784
3,14600
4,17402
5,10521
6,13496
7,19756
8,12041
9,14903
10,13013
11,17000
12,14311
13,10937
14,14826
15,10006
16,11224
17,16251
18,19925
19,10174
20,11479
21,11861
22,19645
23,12525
24,17849
25,11511
26,15907
27,18045
28,10999
29,19234
30,16272
31,11859
32,10216
33,12469
34,12115
35,13603
36,19796
37,15620
38,17088
39,18802
40,12175
41,14695
42,17911
43,11810
44,15215
45,16898
46,10468
47,16534
48,11842
49,18036
50,12506
51,19458
52,18688
53,14273
54,17043
55,14474
56,17740
57,16819
58,12427
59,10421
60,12427
61,15971
62,14694
63,19666
64,10010
65,10271
66,11688
67,10673
68,15766
69,16194
70,10286
71,15109
72,13035
73,12221
74,14218
75,10654
76,16804
77,18777
78,13227
79,16854
80,17525
81,18740
82,10788
83,17879
84,15679
85,16805
86,11287
87,10482
88,15660
89,12749
90,19957
91,17393
92,16413
93,13282
94,11775
95,10897
96,13116
97,16254
98,11442
99,16602
100,16510
101,15344
102,17233
103,13617
104,10670
105,18919
106,17675
107,16117
108,14355
109,19338
110,12536
111,16563
112,18470
113,12258
114,16948
115,14410
116,17418
117,16068
118,15468
119,13347
120,14337
121,16915
122,10992
123,12090
124,15422
125,15741
126,10182
127,12224
128,19675
129,16735
130,16278
131,12641
132,10824
133,16200
134,19494
135,17462
136,13964
137,18561
138,15736
139,17140
140,12880
141,17760
142,10246
143,10859
144,13047
145,14298
146,19319
147,10533
148,13859
149,17600
150,14657
151,12017
152,16592
153,15538
154,12079
155,10843
156,15425
157,13722
158,17090
159,13151
160,10625
161,17294
162,12924
163,13727
164,12713
165,18694
166,14851
167,19726
168,11466
169,12328
170,14388
171,11337
172,16160
173,13055
174,12372
175,13290
176,11051
177,12403
178,18973
179,12786
180,10166
181,14742
182,15855
183,16526
184,10726
185,18246
186,15058
187,10499
188,18045
189,15874
190,10361
191,17645
192,15754
193,18897
194,18729
195,15573
196,11141
197,18655
198,11742
199,14588
200,17899
201,18126
202,13268
203,15678
204,13532
205,16782
206,18569
207,15393
208,12286
209,11015
210,11359
211,10898
212,13748
213,12751
214,14272
215,13784
216,14914
217,11505
218,16788
219,13796
220,12643
221,14385
222,18354
223,11525
224,18526
225,18559
226,10856
227,17299
228,15045
229,10783
230,10990
231,12469
232,12111
233,16774
234,15310
235,16303
236,12550
237,10258
238,11549
239,19928
240,16122
241,15362
242,13479
243,17861
244,17728
245,14160
246,13279
247,17186
248,13981
249,14301
250,10479
251,18094
252,12364
253,16156
254,12041
255,14724
256,16515
257,10568
258,10085
259,10701
260,15762
261,19243
262,16092
263,12896
264,16435
265,11763
266,10493
267,13387
268,15304
269,15032
270,13371
271,18632
272,13932
273,10954
274,13493
275,18221
276,19708
277,14862
278,10821
279,10835
280,14633
281,13421
282,18128
283,13508
284,16511
285,15405
286,19109
287,15445
288,10732
289,11427
290,14196
291,19721
292,11867
293,12286
294,15650
295,14136
296,14974
297,10979
298,17085
299,16486
300,15294
301,14618
302,16094
303,14293
304,11089
305,18949
306,13487
307,10438
308,16560
309,14919
310,19711
311,11164
312,16336
313,16029
314,18672
315,10676
316,16633
317,14697
318,14135
319,11518
320,11657
321,15781
322,16001
323,15260
324,18292
325,13671
326,11082
327,12542
328,16402
329,16808
330,13868
331,10343
332,11225
333,10427
334,10647
335,11318
336,11737
337,16840
338,17914
339,13789
340,11098
341,12374
342,10216
343,17172
344,13690
345,10287
346,16394
347,19564
348,13706
349,11914
350,10360
351,18489
352,14575
353,14601
354,19460
355,15179
356,14823
357,18120
358,11322
359,10707
360,13226
361,14149
362,16848
363,18408
364,13265
365,15222
366,11353
367,13488
368,11904
369,10704
370,12305
371,14655
372,12936
373,11586
374,19040
375,16369
376,10268
377,12270
378,14141
379,15218
380,19756
381,18111
382,14094
383,15502
384,13609
385,10892
386,17930
387,17602
388,19313
389,18838
390,12571
391,17701
392,18644
393,10471
394,15871
395,14850
396,13160
397,19043
398,18785
399,14127
400,18553
401,10105
402,17222
403,16306
404,14219
405,14587
406,12190
407,13235
408,12208
409,16270
410,12468
411,15580
412,10156
413,12694
414,16873
415,19696
